corpus,source_id,source_anchor,title,source_kind,source_relation,source_unit_role,verification,disposition,root_declaration,registry_path
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.orthogonal_middleSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.internalGap_middleSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.sinThetaFrobenius_middleSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.dist_middleSharpness_aligned,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.opNorm_middleSharpness_perturbation,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,LinearMap.IsSymmetric.eigenvalues_level_eq_Ico,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,LinearMap.IsSymmetric.spanIndices_Ico_eq_eigenspace,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,TauCeti.card_filter_lt_eigenvalues_basisDiagonal,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.correspondingEigenblock_eigenvalueLevel,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.correspondingEigenblock_basisDiagonal_level,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.sinThetaFrobenius_spanIndices_of_subset_compl,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.sum_sq_norm_sub_eq_of_le_orthogonal,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.card_middleSharpnessSample_level_three,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-orthogonal,"Section 2, sharpness example with orthogonal target subspaces","Sharpness example: orthogonal blocks, in both the preprint and published forms",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,TauCeti.eigenvalues_basisDiagonal_eq_of_card,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_sharpness_planarRotation,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.sinThetaFrobenius_planarSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.opNorm_planarSharpness_perturbation,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.norm_sub_sq_planarSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.correspondingEigenblock_planarSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.internalGap_planarSharpness,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S2-sharpness-planar,"Section 2, sharpness scale for nearby one-dimensional eigenspaces","Sharpness example: planar rotation, nearby one-dimensional eigenspaces",example,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.norm_projection_orthogonal_span_singleton,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-EQ4-double-angle,Equation (4),"Equation (4) -- the double-angle identity, FALSE AS PRINTED",equation,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_equation4,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-EQ4-double-angle,Equation (4),"Equation (4) -- the double-angle identity, FALSE AS PRINTED",equation,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_equation4_printed_counterexample,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.yuWangSamworth_eigenvector_frame_sinTheta_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.yuWangSamworth_eigenvector_frame_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.yuWangSamworth_eigenvector_real_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.yuWangSamworth_eigenvector_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.OrderedBlockBoundaryGap.gap_of_singleton,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_corollary1_sinTheta_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_corollary1_real_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_corollary1_scalarSample,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.eigenvalues_scalarSampleSample,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-C1-rankone,Corollary 1,"Corollary 1 -- the single-eigenvector case, both displays",corollary,published_source,result,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.eigenvalues_scalarSamplePopulation_zero,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S3-applications,"Section 3, audit of statistical applications",Section 3 -- audit of how statisticians actually apply Davis--Kahan,exposition,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.mixedGap_of_populationGap_weyl,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S3-applications,"Section 3, audit of statistical applications",Section 3 -- audit of how statisticians actually apply Davis--Kahan,exposition,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_weylRecovered_le_populationGap_bound,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S3-applications,"Section 3, audit of statistical applications",Section 3 -- audit of how statisticians actually apply Davis--Kahan,exposition,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.section1_weylRecovery_fails,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-S3-applications,"Section 3, audit of statistical applications",Section 3 -- audit of how statisticians actually apply Davis--Kahan,exposition,published_source,supporting_source_surface,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.section1_no_sample_eigenvalue_in_block,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.rightSingularSubspace,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.rightSingularSubspace_sinTheta_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.IsOrderedRightSingularFrame,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularSubspace_frame_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.CorrespondingRightSingularBlock,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.RightSingularInternalGap,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularSubspace_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularSubspace_opNormCoefficient_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.sq_singularValues_eq_eigenvalues_rightGram,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.orderedBlockBoundaryGap_rightGram,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.singularBoundaryGap_of_rank_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-right,Theorem 3,"Theorem 3 -- right singular subspaces, population squared-singular gap",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularSubspace_block_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.leftSingularSubspace,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.leftSingularSubspace_sinTheta_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.IsOrderedLeftSingularFrame,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularSubspace_frame_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.CorrespondingLeftSingularBlock,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.LeftSingularInternalGap,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularSubspace_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularSubspace_opNormCoefficient_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.sq_singularValues_eq_eigenvalues_leftGram,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.orderedBlockBoundaryGap_leftGram,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-left,"Theorem 3, left singular blocks",Theorem 3 -- the identical statement for left singular subspaces,theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularSubspace_block_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-aligned,"Theorem 3, aligned-frame conclusion","Theorem 3 -- the aligned-frame conclusion, both sides",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularAlignedBasis_frame_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-aligned,"Theorem 3, aligned-frame conclusion","Theorem 3 -- the aligned-frame conclusion, both sides",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularAlignedBasis_frame_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-aligned,"Theorem 3, aligned-frame conclusion","Theorem 3 -- the aligned-frame conclusion, both sides",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularAlignedBasis_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-aligned,"Theorem 3, aligned-frame conclusion","Theorem 3 -- the aligned-frame conclusion, both sides",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularAlignedBasis_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-aligned,"Theorem 3, aligned-frame conclusion","Theorem 3 -- the aligned-frame conclusion, both sides",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularAlignedBasis_block_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-aligned,"Theorem 3, aligned-frame conclusion","Theorem 3 -- the aligned-frame conclusion, both sides",theorem,published_source,result,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularAlignedBasis_block_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankBoundary,"Theorem 3, rank-boundary convention","Theorem 3's convention sigma_{rank(A)+1}^2 = -infinity, FALSE AS PRINTED",scope,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_theorem3_printed_rankBoundary_refutation,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankBoundary,"Theorem 3, rank-boundary convention","Theorem 3's convention sigma_{rank(A)+1}^2 = -infinity, FALSE AS PRINTED",scope,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_theorem3_printed_rankBoundary_refutation_euclidean,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankBoundary,"Theorem 3, rank-boundary convention","Theorem 3's convention sigma_{rank(A)+1}^2 = -infinity, FALSE AS PRINTED",scope,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.sinThetaFrobenius_orthogonal_lines,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankBoundary,"Theorem 3, rank-boundary convention","Theorem 3's convention sigma_{rank(A)+1}^2 = -infinity, FALSE AS PRINTED",scope,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.rightGram_projection,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankBoundary,"Theorem 3, rank-boundary convention","Theorem 3's convention sigma_{rank(A)+1}^2 = -infinity, FALSE AS PRINTED",scope,published_source,supporting_source_surface,proved_in_build,compiled_corrected,YuWangSamworth2015.DavisKahanTheory.range_projection,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankone,"Theorem 3, rank-one singular-vector consequence",Rank-one singular-vector corollaries (beyond the printed paper),corollary,extension,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularVector_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankone,"Theorem 3, rank-one singular-vector consequence",Rank-one singular-vector corollaries (beyond the printed paper),corollary,extension,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularVector_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankone,"Theorem 3, rank-one singular-vector consequence",Rank-one singular-vector corollaries (beyond the printed paper),corollary,extension,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_rightSingularVector_opNormCoefficient_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-T3-rankone,"Theorem 3, rank-one singular-vector consequence",Rank-one singular-vector corollaries (beyond the printed paper),corollary,extension,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_leftSingularVector_opNormCoefficient_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.frobenius_rightGram_sub_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.frobenius_leftGram_sub_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.opNorm_rightGram_sub_le_paperCoefficient,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.opNorm_leftGram_sub_le_paperCoefficient,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.frobenius_rightGram_sub_le_paperCoefficient,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.frobenius_leftGram_sub_le_paperCoefficient,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-gram-transport,"Appendix, equations (A7)-(A8)",Appendix equations (A7)-(A8) -- the Gram transport identities,identity,published_source,supporting_source_surface,proved_in_build,compiled_exact,YuWangSamworth2015.DavisKahanTheory.sum_opNorm_le_paperCoefficient,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-dilation-alternative,"Appendix, self-adjoint dilation route","The self-adjoint dilation route is a modern alternative, not the paper's",exposition,extension,supporting_source_surface,proved_in_build,not_proof_debt,YuWangSamworth2015.hermitianDilation,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-dilation-alternative,"Appendix, self-adjoint dilation route","The self-adjoint dilation route is a modern alternative, not the paper's",exposition,extension,supporting_source_surface,proved_in_build,not_proof_debt,YuWangSamworth2015.isSymmetric_hermitianDilation,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-dilation-alternative,"Appendix, self-adjoint dilation route","The self-adjoint dilation route is a modern alternative, not the paper's",exposition,extension,supporting_source_surface,proved_in_build,not_proof_debt,YuWangSamworth2015.hermitianDilation_sq,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-A-dilation-alternative,"Appendix, self-adjoint dilation route","The self-adjoint dilation route is a modern alternative, not the paper's",exposition,extension,supporting_source_surface,proved_in_build,not_proof_debt,YuWangSamworth2015.singularSubspace_dilation_sinTheta_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-LA1-inequality,Lemma A1,"Lemma A1, inequality half -- orthonormal compression cannot increase the Frobenius norm",lemma,published_source,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_columns,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-LA1-inequality,Lemma A1,"Lemma A1, inequality half -- orthonormal compression cannot increase the Frobenius norm",lemma,published_source,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_isometricColumns,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-LA1-inequality,Lemma A1,"Lemma A1, inequality half -- orthonormal compression cannot increase the Frobenius norm",lemma,published_source,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_orthonormalColumns,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-LA1-inequality,Lemma A1,"Lemma A1, inequality half -- orthonormal compression cannot increase the Frobenius norm",lemma,published_source,result,proved_in_build,compiled_generalized,YuWangSamworth2015.sum_sq_norm_apply_orthonormal_le,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-LA1-equality,"Lemma A1, orthonormal-row equality","Lemma A1, equality half -- orthonormal rows give equality",lemma,published_source,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_rows,dev/yu-wang-samworth-2015-full-source-census.json
YWS2015,YWS-LA1-equality,"Lemma A1, orthonormal-row equality","Lemma A1, equality half -- orthonormal rows give equality",lemma,published_source,result,proved_in_build,compiled_generalized,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_orthonormalRows,dev/yu-wang-samworth-2015-full-source-census.json
